id,title,creator,issuance,publisher,contributor1,contributor2,contributor3,contributor4,contributor5,subject1,subject2,subject3,subject4,subject5,description1,description2,description3,description4,description5
mdp.39015062891612,An anthology of Russian literature from earliest writings to modern fiction : introduction to a culture,,2005,M.E. Sharpe,"Rzhevsky, Nicholas",,,,,Russian literature -- Translations into English,,,,,CD-ROM has title: Thresholds to Russian culture.,Previous ed.: 1996.,Includes bibliographical references (p. 581-587).,"The tale of Igor -- Boris and Gleb -- The life of Alexis, holy man of God -- The life of Avvakum / Avvakum -- Felicity / Gavrila Derzhavin -- The firebird and Princess Vasilisa -- Poor Liza / Nikolai Karamzin -- The bronze horseman : a Petersburg tale / Alexander Pushkin -- Borodino / Mikhail Lermontov -- Taman : from A hero of our time / Mikhail Lermontov -- Boris Godunov / Alexander Pushkin -- The queen of spades / Alexander Pushkin -- The overcoat / Nikolai Gogol -- Bezhin meadow / Ivan Turgenev -- The meek woman : a fantastic story / Fedor Dostoevsky -- Lefty : a skaz about cross-eyed Lefty from Tula and a steel flea / Nikolai Leskov -- Holstomer : the story of a horse / Leo Tolstoy -- The lady with the lapdog / Anton Chekhov -- The cherry orchard : act 1 / Anton Chekhov -- A puppet show / Alexander Blok -- The gray-eyed king / Anna Akhmatova -- Listen! / Vladimir Mayakovsky -- I ask the mirror for a glimpse-- / Marina Tsvetaeva -- Verses about Moscow / Marina Tsvetaeva -- Barely a tenth / Valery Briusov -- The escape from Petersburg / Andrei Bely -- The king / Isaak Babel -- Farewell, my friend, farewell-- / Sergei Esenin -- The union of the sword and the plow : from The twelve chairs / Ilf and Petrov -- Virgin soil upturned : chapter 7, book 1 / Mikhail Sholokhov -- Crime and punishment : a comedy in one act / Mikhail Zoshchenko -- We live without feeling-- / Osip Mandelstam -- The last toast / Anna Akhmatova -- Makarov and Peterson : no. 3 / Daniil Kharms -- Chapayev anecdotes -- Black magic and its exposure : from The Master and Margarita / Mikhail Bulgakov -- Hamlet / Boris Pasternak -- Morning exercise / Vladimir Vysotsky -- Wooden horses / Fedor Abramov.",Mode of access: Internet.
mdp.39015041449839,Anthology of Russian literature from the earliest period to the present time,"Wiener, Leo",1902,G. P. Putnam's sons,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015055031481,Anthology of Russian literature from the earliest period to the present time,"Wiener, Leo",1902,G. P. Putnam's sons,,,,,,,,,,,Mode of access: Internet.,,,,
nyp.33433070221415,Anthology of Russian literature from the earliest period to the present time,"Wiener, Leo",1902,G. P. Putnam's sons,,,,,,,,,,,Mode of access: Internet.,,,,
t4gm8428w,Anthology of Russian literature from the earliest period to the present time,"Wiener, Leo",1902,G. P. Putnam's sons,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015017652408,Anthology of Russian literature from the earliest period to the present time,"Wiener, Leo",1967,B. Blom,,,,,,Russian literature -- Translations into English,English literature,,,,Mode of access: Internet.,,,,
mdp.49015002158773,Anthology of Russian literature from the earliest period to the present time,"Wiener, Leo",1967,B. Blom,,,,,,English literature -- Translations from Russian,Russian literature -- Translations into English,,,,Reprint of the 1902 ed.,pt. 1. From the tenth century to the close of the eighteenth century.--pt. 2. The nineteenth century.,Mode of access: Internet.,,
uc1.32106006352428,Anthology of Russian literature from the earliest period to the present time,"Wiener, Leo",1967,B. Blom,,,,,,Russian literature -- Translations into English,English literature,,,,Mode of access: Internet.,,,,
uc1.32106008461136,"An anthology of Russian verse, 1812-1960","Yarmolinsky, Avrahm",1962,Doubleday,,,,,,English poetry,Russian poetry -- Translations into English,,,,Mode of access: Internet.,,,,
mdp.39015072137758,"Anthology: quotations and sayings of people of color,","Hoard, Walter B.",1973,R and E Research Associates,,,,,,"Proverbs, Black",Blacks -- Quotations,"Quotations, English",,,Mode of access: Internet.,,,,
mdp.39015000697790,Antologii͡a chartistskoĭ literatury,"Kovalev, I͡U. V.",1956,Izd-vo literatury na inostrannykh i͡azykakh,,,,,,Chartism,,,,,Includes index.,Text and table of contents in English; Introduction and notes in Russian.,Cover title: An anthology of Chartist literature.,Bibliography: p. 405-[413].,Mode of access: Internet.
uc1.$b697943,Anton Antonovič Delʹvig; a classicist in the time of romanticism,"Koehler, Ludmila",1970,Mouton,,,,,,,,,,,Selections from Delʹvig's writings in Russian.,Bibliography: p. [261]-264.,Mode of access: Internet.,,
mdp.39015002202847,Anton Tchekhov : literary and theatrical reminiscences,"Koteliansky, S. S.",1965,B. Blom,"Chekhov, Anton Pavlovich",,,,,,,,,,"First published London, Routledge & Kegan Paul, 1927.",Includes index.,"""Tchekhov's hitherto unpublished works"": p. 191-245.",Mode of access: Internet.,
mdp.39015012431113,Anton Tchekhov; literary and theatrical reminiscences,"Koteliansky, S. S.",1927,"G. Routledge & sons, ltd.","Chekhov, Anton Pavlovich",,,,,,,,,,p. cm.,Mode of access: Internet.,,,
mdp.39015034365687,Anton Tchekhov; literary and theatrical reminiscences,"Koteliansky, S. S.",1927,George H. Doran company,"Chekhov, Anton Pavlovich",,,,,,,,,,"""Printed in Great Britain.""","""Tchekhov's hitherto unpublished works"": p. 191-245.",Mode of access: Internet.,,
uc1.32106007382473,Anton Tchekhov; literary and theatrical reminiscences,"Koteliansky, S. S.",1927,B. Blom,"Chekhov, Anton Pavlovich",,,,,,,,,,Mode of access: Internet.,,,,
uc1.b4084416,Anton Tchekhov; literary and theatrical reminiscences,"Koteliansky, S. S.",1927,George H. Doran company,"Chekhov, Anton Pavlovich",,,,,,,,,,"""Printed in Great Britain.""","""Tchekhov's hitherto unpublished works"": p. 191-245.",Mode of access: Internet.,,
wu.89105685960,"Apollon Grigor'ev, 1822-1964 and the Westernizer-slavophile controversy : a third view","Jakubiak, Ann Marie",1971,,,,,,,,,,,,"Thesis (M.A.)--University of Wisconsin--Madison, 1971.",Includes bibliography.,Mode of access: Internet.,,
mdp.39015065296249,Arap Petra Velikogo,"Pushkin, Aleksandr Sergeevich",1965,#,,,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015074072219,The archaeology of anxiety : the Russian Silver Age and its legacy,"Rylkova, Galina",2007,University of Pittsburgh Press,,,,,,Russian literature -- 20th century -- Social aspects,Russian literature -- 20th century -- Political aspects,Russian literature -- 20th century -- History and criticism,,,Mode of access: Internet.,,,,
uc1.32106019004651,The archaeology of anxiety : the Russian Silver Age and its legacy,"Rylkova, Galina",2007,University of Pittsburgh Press,,,,,,Russian literature -- 20th century -- Social aspects,Russian literature -- 20th century -- Political aspects,Russian literature -- 20th century -- History and criticism,,,Mode of access: Internet.,,,,
mdp.39015006592532,The Ardis anthology of Russian romanticism,,1984,Ardis Publishers,"Rydel, Christine",,,,,Russian literature -- 19th century -- History and criticism,Russian literature -- 19th century -- Translations into English,,,,Translated from Russian.,Bibliography: p. [527]-536.,Mode of access: Internet.,,
mdp.39015035310914,The Ardis anthology of Russian romanticism,,1984,Ardis Publishers,"Rydel, Christine",,,,,Russian literature -- 19th century -- History and criticism,Russian literature -- 19th century -- Translations into English,,,,Translated from Russian.,Bibliography: p. [527]-536.,Mode of access: Internet.,,
uc1.b4214642,Aristocrat-Librarian in service to the tsar : Aleksei Nikolaevich Olenin and the Imperial Public Library,"Stuart, Mary",1986,East European Monographs,,,,,,Librarians -- Soviet Union -- Biography,,,,,Includes index.,Bibliography: p. 191-234.,Mode of access: Internet.,,
osu.32435006146161,Arme Leute ; Der Doppelgänger : Zwei Romane,"Dostoyevsky, Fyodor",1922,R. Piper & Co. Verlag,,,,,,,,,,,Translation of Bednye li︠u︡di (Transliterated.),Mode of access: Internet.,,,
mdp.39015023136388,"Ars quatuor coronatorum, being the transactions of the Quatuor coronati lodge no. 2076, London",,1888,"W. J. Parre H, ltd. [etc.]",,,,,,,,,,,Mode of access: Internet.,The St. John's card is issued as a part of the transactions.,,,
mdp.39015074773170,Årsbok,,1922,,,,,,,Mineral industries -- Sweden -- Periodicals,,,,,Vol. for 1962 lacks vol. designation.,Supplements accompany some numbers.,Mode of access: Internet.,,
mdp.39015073446232,Art and society,"Plekhanov, Georgiĭ Valentinovich",1936,Critics group,,,,,,Art and society,,,,,"""Translated by Paul S. Leitner, Alfred Goldstein and C. H. Crout.","Cover-title : Art and society, a marxist analysis.",At head of title : George V. Plekhanov.,Mode of access: Internet.,
mdp.39015022250602,Art in the light of conscience : eight essays on poetry,"T͡Svetaeva, Marina",1992,Harvard University Press,"Livingstone, Angela",,,,,Poetry in literature,,,,,Translated from the Russian.,Includes bibliographical references.,Mode of access: Internet.,,
uc1.32106012646326,Art in the light of conscience : eight essays on poetry,"T͡Svetaeva, Marina",1992,Bristol Classical Press,"Livingstone, Angela",,,,,Poetry in literature,,,,,Mode of access: Internet.,,,,
nyp.33433082188438,The art of music; a comprehensive library of information for music lovers and musicians,"Mason, Daniel Gregory",1915,The National Society of Music,,,,,,Music -- History,Musicians,Music -- History and criticism,,,Each volume also has special title-page.,Contains bibliographies.,v. 1. A narrative history of music. Book 1: The pre-classic periods.- v. 2. A narrative history of music. Book 2: Classicism and romanticism.- v. 3. A narrative history of music. Book 3: Modern music.- v. 4. Music in America.- v. 5. The voice and vocal music.- v. 6. Choral and church music.- v. 7. Pianoforte and chamber music.- v. 8. The orchestra and orchestral music.- v. 9. The opera.- v. 10. The dance.- v. 11. A dictionary-index of musicians. Book 1; A-L.- v. 12. A dictionary-index of musicians. Book 2: M-Z.,Mode of access: Internet.,
uc1.b3418253,The art of music; a comprehensive library of information for music lovers and musicians,"Mason, Daniel Gregory",1915,The National Society of Music,,,,,,Music -- History,Musicians,Music -- History and criticism,,,Each volume also has special title-page.,Contains bibliographies.,v. 1. A narrative history of music. Book 1: The pre-classic periods.- v. 2. A narrative history of music. Book 2: Classicism and romanticism.- v. 3. A narrative history of music. Book 3: Modern music.- v. 4. Music in America.- v. 5. The voice and vocal music.- v. 6. Choral and church music.- v. 7. Pianoforte and chamber music.- v. 8. The orchestra and orchestral music.- v. 9. The opera.- v. 10. The dance.- v. 11. A dictionary-index of musicians. Book 1; A-L.- v. 12. A dictionary-index of musicians. Book 2: M-Z.,Mode of access: Internet.,
uc1.b3960086,The art of music; a comprehensive library of information for music lovers and musicians,"Mason, Daniel Gregory",1700,The National Society of Music,,,,,,Musicians,Music -- History and criticism,,,,Each volume has also special t.-p.,Mode of access: Internet.,,,
mdp.39015050822454,"The Art of Russia, 1800-1850 = Russkoe iskusstvo : an exhibition from the museums of the USSR ...",,1978,The Gallery,,,,,,Decoration and ornament -- Empire style -- Exhibitions,Realism in art -- Russia (Federation) -- Exhibitions,Romanticism in art -- Russia (Federation) -- Exhibitions,"Art, Russian -- 19th century -- Exhibitions",,Errata slip inserted.,"""Catalogue"": p. 43-82.","Exhibition also held at the University of Michigan Museum of Art February 16 - March 16, 1979.","Exhibition to be held Oct. 7, 1978-Nov. 11, 1979 at the University of Minnesota Gallery and other art galleries.",Includes summaries in Russian and bibliographies.
mdp.39015009120661,The art treasures from Moscow museums,"Brodskiĭ, Boris Ionovich",1991,Izobrazitelnoye Iskusstvo Publishers,,,,,,Museums -- Russia (Federation) -- Moscow,Art -- Russia (Federation) -- Moscow,,,,Includes bibliographical references (in Cyrillic) (p. 358-359) and index.,Mode of access: Internet.,,,
inu.30000035184435,"Asi͡a : kniga dli͡a chtenii͡a s uprazhnenii͡ami, kommentariem na angliĭskom i͡azyke i slovarëm","Turgenev, Ivan Sergeevich",1988,Russkiĭ i͡azyk,"Vishni͡akova, Olʹga Viktorovna",,,,,Russian language -- Readers,,,,,"Russian text, English introduction, notes and vocabulary.",Title on added t.p.: Asya.,Mode of access: Internet.,,
mdp.39015046335108,Asi͡a ; Pervai͡a li͡ubovʹ,"Turgenev, Ivan Sergeevich",1967,Khudozhestvennai͡a lit-ra,"Turgenev, Ivan Sergeevich",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015005756260,Aspects of the Russian novel,"Boyd, Alexander F.",1972,Rowman and Littlefield,,,,,,Russian fiction -- History and criticism,,,,,Bibliography: p. 131.,Mode of access: Internet.,,,
uc1.b3466547,Aspects of the Russian novel,"Boyd, Alexander F.",1972,Chatto and Windus,,,,,,Russian fiction -- History and criticism,,,,,Bibliography: p. 131.,Mode of access: Internet.,,,
uc1.$b318973,Assia,"Turgenev, Ivan Sergeevich",1955,Plaisir de Lire,,,,,,,,,,,Translation of Asi͡a,Mode of access: Internet.,,,
uc1.b3326688,Assja,"Turgenev, Ivan Sergeevich",1877,Sheldon & Co.,,,,,,,,,,,Mode of access: Internet.,Another copy has call no.: AP2.G35.v.23.,conv asl,,
inu.30000004285684,Asya,"Turgenev, Ivan Sergeevich",1988,National Textbook Co.,"Savitzkaya, Lydia",,,,,,,,,,Includes bibliographical references.,Mode of access: Internet.,,,
mdp.39015028028887,At the bottom,"Gorky, Maksim",1930,S. French,"Laurence, William Leonard",,,,,,,,,,Other translations have titles: Night's lodging; Lower depths; Submerged.,Translation of: Na dne.,Contains music.,Mode of access: Internet.,
uc1.$b319157,At the bottom,"Gorky, Maksim",1930,S. French,"Laurence, William Leonard",,,,,,,,,,Other translations have titles: Night's lodging; Lower depths; Submerged.,Translation of: Na dne.,Contains music.,Mode of access: Internet.,
mdp.39015060997718,Aufzeichnungen eines Jägers : Erzählungen 1844-1855,"Turgenev, Ivan Sergeevich",1966,Deutscher Bücherbund,"Turgenev, Ivan Sergeevich",,,,,,,,,,Translation of Zapiski okhotnika and other works.,Mode of access: Internet.,,,
uc1.b4157080,"Aurora Karamzin, eller, Natteårhundredet før Finlands morgenrøde : en telegramroman i 16 kapitler = Aurora Karamzin, or, The century of night before the Dawn of Finland : a telegram-novel in 16 chapters","Bjelke, Henrik",1982,Edition After Hand,"Otzen, Per Marquard",,,,,,,,,,Mode of access: Internet.,,,,
mdp.39015030594686,Aus dem Dunkel der Grossstadt : acht Novellen,"Dostoyevsky, Fyodor",1920,R. Piper,,,,,,,,,,,Mode of access: Internet.,,,,
inu.30000106581030,Aus einem Totenhause : Aufzeichnungen,"Dostoyevsky, Fyodor",1922,R. Piper,,,,,,,,,,,Translation of Zapiski iz mertvogo doma.,Mode of access: Internet.,,,
uc1.$b326042,Ausgewählte werke. Autorisirte ausgabe ..,"Turgenev, Ivan Sergeevich",1873,E. Behre,,,,,,,,,,,bd. 1. Väter und söhne. 2. aufl.--bd. 2. Eine unglückliche. Abenteuer des Lieutenant Jergunow. Briefwechsel. Assja.--Bd. 3. Rudin. Drei begegnungen Mumu.--bd. 4. Das adelige nest. Drei portraits.--bd. 5. Visionen Helene.--bd. 6. Ein KoÌnig Lear des dorfes. FruÌhlingsfluthen.--bd. 7. Rauch. 2. aufl.--bd. 8-9. Skizzen aus dem tagebuche eines jaÌgers.--bd. 10. New-land.,Each vol. has general and special title page.,Mode of access: Internet.,,
uc1.$b320586,Ausgewählte werke. Autorisirte ausgabe ..,"Turgenev, Ivan Sergeevich",1873,E. Behre,,,,,,,,,,,bd. 1. Väter und söhne. 2. aufl.--bd. 2. Eine unglückliche. Abenteuer des Lieutenant Jergunow. Briefwechsel. Assja.--Bd. 3. Rudin. Drei begegnungen Mumu.--bd. 4. Das adelige nest. Drei portraits.--bd. 5. Visionen Helene.--bd. 6. Ein KoÌnig Lear des dorfes. FruÌhlingsfluthen.--bd. 7. Rauch. 2. aufl.--bd. 8-9. Skizzen aus dem tagebuche eines jaÌgers.--bd. 10. New-land.,Each vol. has general and special title page.,Mode of access: Internet.,,
uc1.$b320587,Ausgewählte werke. Autorisirte ausgabe ..,"Turgenev, Ivan Sergeevich",1873,E. Behre,,,,,,,,,,,bd. 1. Väter und söhne. 2. aufl.--bd. 2. Eine unglückliche. Abenteuer des Lieutenant Jergunow. Briefwechsel. Assja.--Bd. 3. Rudin. Drei begegnungen Mumu.--bd. 4. Das adelige nest. Drei portraits.--bd. 5. Visionen Helene.--bd. 6. Ein KoÌnig Lear des dorfes. FruÌhlingsfluthen.--bd. 7. Rauch. 2. aufl.--bd. 8-9. Skizzen aus dem tagebuche eines jaÌgers.--bd. 10. New-land.,Each vol. has general and special title page.,Mode of access: Internet.,,
uc1.$b361313,Ausgewählte werke. Autorisirte ausgabe ..,"Turgenev, Ivan Sergeevich",1873,E. Behre,,,,,,,,,,,bd. 1. Väter und söhne. 2. aufl.--bd. 2. Eine unglückliche. Abenteuer des Lieutenant Jergunow. Briefwechsel. Assja.--Bd. 3. Rudin. Drei begegnungen Mumu.--bd. 4. Das adelige nest. Drei portraits.--bd. 5. Visionen Helene.--bd. 6. Ein KoÌnig Lear des dorfes. FruÌhlingsfluthen.--bd. 7. Rauch. 2. aufl.--bd. 8-9. Skizzen aus dem tagebuche eines jaÌgers.--bd. 10. New-land.,Each vol. has general and special title page.,Mode of access: Internet.,,
inu.30000025544309,Ausgewählte Werke,"Pushkin, Aleksandr Sergeevich",1952,Aufbau-Verlag,,,,,,,,,,,Includes bibliographical references and index.,"v. 1. Gedichte, Lieder, Märchen -- v. 2. Verserzählungen -- v. 3. Romane und Novellen-- v. 4. Theater und kleine Prosa.",Mode of access: Internet.,,
inu.30000025544291,Ausgewählte Werke,"Pushkin, Aleksandr Sergeevich",1952,Aufbau-Verlag,,,,,,,,,,,Includes bibliographical references and index.,"v. 1. Gedichte, Lieder, Märchen -- v. 2. Verserzählungen -- v. 3. Romane und Novellen-- v. 4. Theater und kleine Prosa.",Mode of access: Internet.,,
inu.30000025544283,Ausgewählte Werke,"Pushkin, Aleksandr Sergeevich",1952,Aufbau-Verlag,,,,,,,,,,,Includes bibliographical references and index.,"v. 1. Gedichte, Lieder, Märchen -- v. 2. Verserzählungen -- v. 3. Romane und Novellen-- v. 4. Theater und kleine Prosa.",Mode of access: Internet.,,
inu.30000025544275,Ausgewählte Werke,"Pushkin, Aleksandr Sergeevich",1952,Aufbau-Verlag,,,,,,,,,,,Includes bibliographical references and index.,"v. 1. Gedichte, Lieder, Märchen -- v. 2. Verserzählungen -- v. 3. Romane und Novellen-- v. 4. Theater und kleine Prosa.",Mode of access: Internet.,,
